year,variable,mean,upperCI,lowerCI,lowerCI_positive
2011,NONPEDGEN1,11.23326848612694,16.575886095012827,5.890650877241056,5.890650877241056
2011,NONPEDSPEC1,0.5507890449887191,1.0997801529135907,0.001797937063847347,0.001797937063847347
2011,PEDGEN1,86.30494840686067,92.446854551321465,80.16304226239987,80.16304226239987
2011,PEDSPEC1,1.9109940620236676,4.706615102288549,-0.884626978241214,0
2012,NONPEDGEN1,8.952885661126162,11.24604749393495,6.6597238283173725,6.6597238283173725
2012,NONPEDSPEC1,1.7969729316123326,2.6212733686740486,0.9726724945506166,0.9726724945506166
2012,PEDGEN1,87.22159573262732,90.12553912462378,84.31765234063086,84.31765234063086
2012,PEDSPEC1,2.0285456746341897,3.479969460477781,0.5771218887905987,0.5771218887905987
2013,NONPEDGEN1,14.916702486323352,20.724090204208373,9.10931476843833,9.10931476843833
2013,NONPEDSPEC1,1.1316286684980523,2.030950334535126,0.23230700246097882,0.23230700246097882
2013,PEDGEN1,81.62819359557932,87.64148687622888,75.61490031492974,75.61490031492974
2013,PEDSPEC1,2.323475249599288,3.8449188713505222,0.8020316278480537,0.8020316278480537
2015,NONPEDGEN1,11.786119042024914,19.893230929952075,3.679007154097755,3.679007154097755
2015,NONPEDSPEC1,7.657753096917686,15.77773444025064,-0.4622282464152694,0
2015,PEDGEN1,79.73546425147572,91.1360133192276,68.33491518372384,68.33491518372384
2015,PEDSPEC1,0.8206636095816783,1.939347770702369,-0.2980205515390124,0
2016,NONPEDGEN1,6.784858870415546,10.739683707658058,2.8300340331730345,2.8300340331730345
2016,NONPEDSPEC1,2.470693866829181,3.9835257302311895,0.9578620034271725,0.9578620034271725
2016,PEDGEN1,90.29864377178247,94.96612852439614,85.63115901916878,85.63115901916878
2016,PEDSPEC1,0.4458034909728107,1.3519946548080413,-0.4603876728624199,0
